dvd_num,title,location,book case,shelf,display type
white-809,Basil the Great Mouse Detective,BEDROOM,4,1,CATEGORIES
white-810,Oliver and Company,,,,
white-811,Lady and the Tramp,,,,
white-812,The Wubbulous World of Dr Seuss Vol 3,,,,
white-813,I love you Mum,,,,
white-814,Scamper the Penguin,,,,
white-815,Paz,,,,
white-816,Save the Wonder Pets,,,,
white-817,Black Beauty,,,,
white-818,Buzz and Poppy,,,,
white-819,Casper the Friendly Ghost and Friends,,,,
white-820,The Stuart Little Collection No 1,,,,
white-821,The Stuart Little Collection No 2,,,,
white-822,The Stuart Little Collection No 3,,,,
white-823,The Lion King 3,,,,
white-824,Rugrats Go Wild,,,,
white-825,The Mermaid Princess,,,,
white-826,Garfield the Cat ‘Bewitched’,,,,
white-827,Ben 10,,,,
white-828,Duckula Vampire Vacation,,,,
white-829,Abominable Christmas,,,,
white-830,The Iron Giant,,,,
white-831,Sinbad Legend of the Seven Seas,BEDROOM,4,3,CATEGORIES
white-832,TOY STORY 2,,,,
white-833,PJ MASKS TIME TO BE A HERO,,,,
white-834,PAW PATROL SPOOKY ADVENTURES,,,,
white-835,Peppa Pig Christmas Show,,,,
white-836,Peppa Pig Santa” Grotto and other stories,,,,
white-837,Tom and Jerry Willy Wonka and the Chocolate Factory,,,,
white-838,The Spongebob SQUAREPANTS MOVIE,,,,
white-839,JOSHUA JONES,BEDROOM,4,4,CATEGORIES
white-840,Maisy Animals,BEDROOM,4,3,CATEGORIES
white-841,CARTOON FESTIVAL VOL 1,,,,
white-842,DASTARDLY & MUTTLEY VOL 1,BEDROOM,4,4,CATEGORIES
white-843,DASTARDLY & MUTTLEY VOL 2,BEDROOM,4,4,CATEGORIES
white-844,TOPCAT VOL 1,BEDROOM,4,4,CATEGORIES
white-845,HONG KONG PHOOEY VOL 1,BEDROOM,4,4,CATEGORIES
white-846,PENELOPE PITSTOP VOL 1,BEDROOM,4,4,CATEGORIES
white-847,JUSTICE LEAGUE VOL 1,,,,
white-848,My Little Pony JUST FOR KIDS,GARAGE,TUB 3,,NUMERICAL
white-849,My Little Pony THE CRYSTAL EMPIRE,,,,
white-850,SONG OF THE SEA,,,,
white-851,DEEP SEA VOYAGE,,,,
white-852,FINDING DORY,,,,
white-853,Adventures of the RED PLANE,,,,
white-854,DUCKTALES Volume 1,,,,
white-855,DUCKTALES Volume 2,,,,
white-856,DUCKTALES Volume 3,,,,
white-857,A TROLL IN CENTRAL PARK,BEDROOM,4,3,CATEGORIES
white-858,Rock A Doodle,,,,
white-859,Geronimo Stilton Vol 2,BEDROOM,4,3,CATEGORIES
white-860,Yo Gabba Gabba Season 4 Vol 2,BEDROOM,4,3,CATEGORIES
white-861,Tale Spin Vol 1 Disc 1,LOUNGEROOM,2,1,ALPHABETICAL
white-862,Tale Spin Vol 1 Disc 2,LOUNGEROOM,2,1,ALPHABETICAL
white-863,Tale Spin Vol 1 Disc 3,LOUNGEROOM,2,1,ALPHABETICAL
white-864,Dark Wing Duck Vol 1 Disc 1,LOUNGEROOM,1,1,ALPHABETICAL
white-865,Dark Wing Duck Vol 1 Disc 2,LOUNGEROOM,1,1,ALPHABETICAL
white-866,Dark Wing Duck Vol 1 Disc 3,LOUNGEROOM,1,1,ALPHABETICAL
white-867,The Three Caballeros,BEDROOM,4,4,CATEGORIES
white-868,SHREK,,,,
white-869,ADVENTURE TIME,GARAGE,TUB 3,,NUMERICAL
white-870,REGULAR SHOW,GARAGE,TUB 3,,NUMERICAL
white-871,Franny”s Feet,,,,
white-872,PAW PATROL SEA PATROL,,,,
white-873,Blinky Bill BLINKY TO THE RESCUE,GARAGE,TUB 3,,NUMERICAL
white-874,Back at the BARNYARD Disc 1,,,,
white-875,Back at the BARNYARD Disc 2,,,,
white-876,BEN 10 ULTIMATE ALIEN collection 4,,,,
white-877,Sesame Street FairyTale Fun!,,,,
white-878,House of Mouse and Bonkers,,,,
white-879,Albert the 5th Musketeer,,,,
white-880,Widget the World Watcher,,,,
white-881,Where’s Wally?,,,,
white-882,"Mike, Lu & Og",,,,
white-883,Funny Bone and Ned’s Newt,,,,
white-884,Around the World with TIMON and PUMBAA,GARAGE,TUB 3,,NUMERICAL
white-885,On Holiday with TIMON and PUMBAA,GARAGE,TUB 3,,NUMERICAL
white-886,Dining Out with TIMON,GARAGE,TUB 3,,NUMERICAL
white-887,Rusty Rivets,,,,
white-888,Whale of a Birthday…. SpongeBob Squarepants,,,,
white-889,I’m Not Oscar’s friend Anymore,,,,
white-890,The 3 Stooges Vol 1,,,,
white-891,Jack and the Beanstalk Jungle Book,,,,
white-892,KRYPTO the SUPERDOG,,,,
white-893,Ultimate Retro Cartoon 80 -90 Intro’s part 6 part 9 part 11 part 12,,,,
white-894,Barbie Dolphin Magic,,,,
white-895,THUNDERCATS disc 1,,,,
white-896,THUNDERCATS disc 2,,,,
white-897,CONAN THE BARBARIAN,,,,
white-898,Blinky Bill The Escape and other Wild Tales,,,,
white-899,SUPERHERO GIRLS,,,,
white-900,MIGHTY MOUSE disc 1,LOUNGEROOM,1,3,ALPHABETICAL
white-901,MIGHTY MOUSE disc 2,LOUNGEROOM,1,3,ALPHABETICAL
white-902,MIGHTY MOUSE disc 3,LOUNGEROOM,1,3,ALPHABETICAL
white-903,WOODY WOODPECKER plus MIGHTY MOUSE,BEDROOM,4,3,CATEGORIES
white-904,DRAGONBALL Z Season Six disc 1,GARAGE,TUB 3,,NUMERICAL
white-905,DRAGONBALL Z Season Six disc 2,GARAGE,TUB 3,,NUMERICAL
white-906,DRAGONBALL Z Season Six disc 2,GARAGE,TUB 3,,NUMERICAL
white-907,DRAGONBALL Z Season Six disc 4,GARAGE,TUB 3,,NUMERICAL
white-908,DRAGONBALL Z Season Six disc 5,GARAGE,TUB 3,,NUMERICAL
white-909,DRAGONBALL Z Season Six disc 6,GARAGE,TUB 3,,NUMERICAL
white-910,HONG KONG PHOOEY Vol 2,,,,
white-911,THE PERILS OF PENELOPE PITSTOP vol 1,,,,
white-912,Care Bears Making Friends,,,,
white-913,IRONMAN RISE OF TECHNOVORE,,,,
white-914,AVENGERS CONFIDENTIAL,,,,
white-915,THOR,,,,
white-916,Peppa’s Australian Holiday,,,,
white-917,Bananaman Series One,LOUNGEROOM,1,TOP SHELF,ALPHABETICAL
white-918,Bananaman Series Two,LOUNGEROOM,1,TOP SHELF,ALPHABETICAL
white-919,Bananaman Series Three,LOUNGEROOM,1,TOP SHELF,ALPHABETICAL
white-920,Rio 2,,,,
white-921,Epic,,,,
white-922,Snoopy and Charlie Brown,,,,
white-923,Adventures of Galaxy Rangers Vol 2 disc 5,GARAGE,TUB 3,,
white-924,Adventures of Galaxy Rangers Vol 2 disc 6,GARAGE,TUB 3,,NUMERICAL
white-925,Adventures of Galaxy Rangers Vol 2 disc 7,GARAGE,TUB 3,,NUMERICAL
white-926,Adventures of Galaxy Rangers Vol 2 disc 8,GARAGE,TUB 3,,NUMERICAL
white-927,Adventures of Sonic the Hedgehog disc 1,LOUNGEROOM,1,TOP SHELF,ALPHABETICAL
white-928,Adventures of Sonic the Hedgehog disc 2,LOUNGEROOM,1,TOP SHELF,ALPHABETICAL
white-929,Adventures of Sonic the Hedgehog disc 3,LOUNGEROOM,1,TOP SHELF,ALPHABETICAL
white-930,Adventures of Sonic the Hedgehog disc 4,LOUNGEROOM,1,TOP SHELF,ALPHABETICAL
white-931,Adventures of Sonic the Hedgehog disc 5,LOUNGEROOM,1,TOP SHELF,ALPHABETICAL
white-932,Adventures of Sonic the Hedgehog disc 6,LOUNGEROOM,1,TOP SHELF,ALPHABETICAL
white-933,Adventures of Sonic the Hedgehog disc 7,LOUNGEROOM,1,TOP SHELF,ALPHABETICAL
white-934,Camelot,BEDROOM,4,2,CATEGORIES
white-935,Cartoon Collection,BEDROOM,4,3,CATEGORIES
white-936,Popeye and Friends Volume 1,BEDROOM,4,3,CATEGORIES
white-937,Mr BUMP goes on a trip,BEDROOM,4,3,CATEGORIES
white-938,TAZ-MANIA Disc 1,LOUNGEROOM,2,1,ALPHABETICAL
white-939,TAZ-MANIA Disc 2,LOUNGEROOM,2,1,ALPHABETICAL
white-940,ANIMANIACS Disc 1,LOUNGEROOM,1,TOP SHELF,ALPHABETICAL
white-941,ANIMANIACS Disc 2,LOUNGEROOM,1,TOP SHELF,ALPHABETICAL
white-942,ANIMANIACS Disc 3,LOUNGEROOM,1,TOP SHELF,ALPHABETICAL
white-943,ANIMANIACS Disc 4,LOUNGEROOM,1,TOP SHELF,ALPHABETICAL
white-944,ANIMANIACS Disc 5,LOUNGEROOM,1,TOP SHELF,ALPHABETICAL
white-945,DUCK DODGERS Disc 1,,,,
white-946,DUCK DODGERS Disc 2,,,,
white-947,PINKY and THE BRAIN VOLUME 2 Disc 1,LOUNGEROOM,1,4,ALPHABETICAL
white-948,PINKY and THE BRAIN VOLUME 2 Disc 2,LOUNGEROOM,1,4,ALPHABETICAL
white-949,PINKY and THE BRAIN VOLUME 2 Disc 3,LOUNGEROOM,1,4,ALPHABETICAL
white-950,PINKY and THE BRAIN VOLUME 2 Disc 4,LOUNGEROOM,1,4,ALPHABETICAL
white-951,TINY TOON Adventures Disc 1,LOUNGEROOM,2,2,ALPHABETICAL
white-952,TINY TOON Adventures Disc 2,LOUNGEROOM,2,2,ALPHABETICAL
white-953,TINY TOON Adventures Disc 3,LOUNGEROOM,2,2,ALPHABETICAL
white-954,TINY TOON Adventures Disc 4,LOUNGEROOM,2,2,ALPHABETICAL
white-955,FREAKAZOID Disc 1,LOUNGEROOM,1,2,ALPHABETICAL
white-956,FREAKAZOID Disc 2,LOUNGEROOM,1,2,ALPHABETICAL
white-957,TOON TIME VOL 1,BEDROOM,4,3,CATEGORIES
white-958,GORDON the Garden GNOME,,,,
white-959,ALICE IN WONDERLAND,GARAGE,TUB 3,,NUMERICAL
white-960,Pinocchio and Aladdin,,,,
white-961,MADELINE,,,,
white-962,All Dogs Go To Heaven,,,,
white-963,WHERE THE WILD THINGS ARE,,,,
white-964,Rock a Doodle,,,,
white-965,ANNABELLE’S WISH,,,,
white-966,AVENGERS THORS LAST STAND,,,,
white-967,SHERLOCK GNOMES,,,,
white-968,THE SECRET OF THE HUNCHBACK,,,,
white-969,"DISC 1 BLACK BEAUTY, ROBIN HOOD, WIND IN THE WILLOWS",,,,
white-970,"DISC 2 BEAUTY AND THE BEAST, PUSS IN BOOTS, CINDERELLA",,,,
white-971,"DISC 3 HANSEL AND GRETEL, MULAN",,,,
white-972,"DISC 4 THE LITTLE MERMAID, GOLDILOCKS AND THE 3 BEARS",,,,
white-973,"ANIMATED TALES OF HANS CHRISTIAN ANDERSEN, JACK THE FOOL, THE GOLDEN TREASURE, THE OLD STREET LAMP, THE LOVERS",,,,
white-974,EASTER IN BUNNYLAND,,,,
white-975,"THE ANIMATED TALES OF HANS CHRISTIAN ANDERSEN, THE SWINEHERD, THE TRAVELLING COMPANION, THE JUMPER, THE SNOWMAN",,,,
white-976,"THE ANIMATED TALES OF HANS CHRISTIAN ANDERSEN, THE GALOSHES OF FORTUNE, THE SAUSAGE PEG SOUP, THE GARDENER AND THE FAMILY",,,,
white-977,"THE ANIMATED TALES OF HANS CHRISTIAN ANDERSEN, IT’S QUITE TRUE, SHUTEYE, THE BEETLE, THE BOTTLE NECK",,,,
white-978,INSPECTOR GADGET,,,,
white-979,THE MAN IN THE IRON MASK,GARAGE,TUB 3,,NUMERICAL
white-980,ROB ROY,GARAGE,TUB 3,,NUMERICAL
white-981,Anastasia,,,,
white-982,TOM and JERRY CLASSIC COLLECTION vol 1,,,,
white-983,Oliver And COMPANY,,,,
white-984,THE Underdog SHOW Col 4 Vol 1-13,,,,
white-985,THE Underdog SHOW Col 4 Vol 1-14,,,,
white-986,THE Underdog SHOW Col 4 Vol 1-15,,,,
white-987,The Magic of the Faraway Tree,GARAGE,TUB 3,,NUMERICAL
white-988,Nella THE PRINCESS KNIGHT ROYAL QUESTS,,,,
white-989,RISE OF THE TEENAGE MUTANT NINJA TURTLES,,,,
white-990,The WILD Thornberry’s Call of the Wild,,,,
white-991,THE MAGIC ROUNDABOUT Dougal’s Darling,,,,
white-992,THE MAGIC ROUNDABOUT The Wishing Tree,,,,
white-993,FRANKENSTEIN,,,,
white-994,CARTOON CLASSICS VOL 3,,,,
white-995,CARTOON CLASSICS VOL 4,,,,
white-996,PORKY PIG and FRIENDS VOL 2,,,,
white-997,Tom and Jerry the Lost Dragon,,,,
white-998,MICKEY’S MAGICAL CHRISTMAS,,,,
white-999,DUMBO,,,,
green-1,CAT DOG VOLUME 1. Season 1. Disc 1.,GARAGE,TUB 4,,NUMERICAL
green-2,CAT DOG VOLUME 1. Season 1. Disc 2.,GARAGE,TUB 4,,NUMERICAL
green-3,CAT DOG VOLUME 1. Season 1. Disc 3.,GARAGE,TUB 4,,NUMERICAL
green-4,CAT DOG VOLUME 1. Season 1. Disc 4.,GARAGE,TUB 4,,NUMERICAL
green-5,CAT DOG VOLUME 1. Season 2. Disc 1.,GARAGE,TUB 4,,NUMERICAL
green-6,CAT DOG VOLUME 1. Season 2. Disc 2.,GARAGE,TUB 4,,NUMERICAL
green-7,CAT DOG VOLUME 2. Season 2. Disc 3.,BEDROOM,4,2,CATEGORIES
green-8,CAT DOG VOLUME 2. Season 2. Disc 4.,BEDROOM,4,2,CATEGORIES
green-9,CAT DOG VOLUME 2. Season 3. Disc 1.,BEDROOM,4,2,CATEGORIES
green-10,CAT DOG VOLUME 2. Season 3. Disc 2.,BEDROOM,4,2,CATEGORIES
green-11,CAT DOG VOLUME 2. Season 3. Disc 3.,BEDROOM,4,2,CATEGORIES
green-12,REN & STIMPY VOLUME 1,BEDROOM,4,3,CATEGORIES
green-13,Season 1 & 2 Disc 2,BEDROOM,4,3,CATEGORIES
green-14,Season 1 & 2 Disc 3,BEDROOM,4,3,CATEGORIES
green-15,REN & STIMPY VOLUME 1,BEDROOM,4,3,CATEGORIES
green-16,Season 3 & Half-ish Disc 2.,BEDROOM,4,3,CATEGORIES
green-17,Season 3 & Half-ish Disc 3.,BEDROOM,4,3,CATEGORIES
green-18,REN & STIMPY VOLUME 2,BEDROOM,4,4,CATEGORIES
green-19,Season 5 & Some more of 4 Disc 2,BEDROOM,4,4,CATEGORIES
green-20,Season 5 & Some more of 4 Disc 3,BEDROOM,4,4,CATEGORIES
green-21,REN & STIMPY VOLUME,BEDROOM,4,4,CATEGORIES
green-22,The Lost Episodes Disc 2.,BEDROOM,4,4,CATEGORIES
green-23,The MR MAGOO Show Disc 1,GARAGE,TUB 4,,NUMERICAL
green-24,The MR MAGOO Show Disc 2,GARAGE,TUB 4,,NUMERICAL
green-25,The MR MAGOO Show Disc 3,GARAGE,TUB 4,,NUMERICAL
green-26,The MR MAGOO Show Disc 4,GARAGE,TUB 4,,NUMERICAL
green-27,OVER the GARDEN WALL,GARAGE,TUB 4,,NUMERICAL
green-28,STICK MAN,,,,
green-29,BLUEY - Grannies and Other Stories VOL 4,,,,
green-30,ROGER RAMJET - HERO of our NATION CLASSIC COLLECTION; Disc 1,,,,
green-31,ROGER RAMJET - HERO of our NATION CLASSIC COLLECTION; Disc 2,,,,
green-32,Adventures on the RED PLANE,,,,
green-33,Dining Out with TIMON AND PUMBAA,,,,
green-34,The Underdog Show Disc 1,,,,
green-35,The Underdog Show Disc 2,,,,
green-36,The Underdog Show Disc 3,,,,
green-37,The Underdog Show Disc 4,,,,
green-38,The Underdog Show Disc 1,,,,
green-39,The Underdog Show Disc 2,,,,
green-40,The Underdog Show Disc 3,,,,
green-41,THUNDARR The BARBARIAN Disc 1,LOUNGEROOM,2,1,ALPHABETICAL
green-42,THUNDARR The BARBARIAN Disc 2,LOUNGEROOM,2,1,ALPHABETICAL
green-43,THUNDARR The BARBARIAN Disc 3,LOUNGEROOM,2,1,ALPHABETICAL
green-44,THUNDARR The BARBARIAN Disc 4,LOUNGEROOM,2,1,ALPHABETICAL
green-45,PAC-MAN Disc 1,LOUNGEROOM,1,4,ALPHABETICAL
green-46,PAC-MAN Disc 2,LOUNGEROOM,1,4,ALPHABETICAL
green-47,Wheelie and the Chopper Bunch Disc 1,BEDROOM,4,2,CATEGORIES
green-48,Wheelie and the Chopper Bunch Disc 2,BEDROOM,4,2,CATEGORIES
green-49,Wheelie and the Chopper Bunch Disc 3,BEDROOM,4,2,CATEGORIES
green-50,EARTHWORM JIM Disc 1,LOUNGEROOM,1,2,ALPHABETICAL
green-51,EARTHWORM JIM Disc 2,LOUNGEROOM,1,2,ALPHABETICAL
green-52,EARTHWORM JIM Disc 3,LOUNGEROOM,1,2,ALPHABETICAL
green-53,BLACK DYNAMITE Disc 1,,,,
green-54,BLACK DYNAMITE Disc 2,,,,
green-55,SWAT KATS THE RADICAL SQUADRON,LOUNGEROOM,2,1,ALPHABETICAL
green-56,SWAT KATS THE RADICAL SQUADRON,LOUNGEROOM,2,1,ALPHABETICAL
green-57,SWAT KATS THE RADICAL SQUADRON,LOUNGEROOM,2,1,ALPHABETICAL
green-58,SWAT KATS THE RADICAL SQUADRON,LOUNGEROOM,2,1,ALPHABETICAL
green-59,SWAT KATS THE RADICAL SQUADRON,LOUNGEROOM,2,1,ALPHABETICAL
green-60,LOOPY DELOOP Disc 1,,,,
green-61,LOOPY DELOOP Disc 2,,,,
green-62,JABBERJAW Disc 1,BEDROOM,4,3,CATEGORIES
green-63,JABBERJAW Disc 2,BEDROOM,4,3,CATEGORIES
green-64,JABBERJAW Disc 3,BEDROOM,4,3,CATEGORIES
green-65,JABBERJAW Disc 4,BEDROOM,4,3,CATEGORIES
green-66,Shirt Tales Disc 1,LOUNGEROOM,2,1,ALPHABETICAL
green-67,Shirt Tales Disc 2,LOUNGEROOM,2,1,ALPHABETICAL
green-68,Shirt Tales Disc 3,LOUNGEROOM,2,1,ALPHABETICAL
green-69,BUNNICULA Disc 1,,,,
green-70,BUNNICULA Disc 2,,,,
green-71,ROCKO’S MODERN LIFE Disc 1,BEDROOM,4,2,CATEGORIES
green-72,ROCKO’S MODERN LIFE Disc 2,BEDROOM,4,2,CATEGORIES
green-73,ROCKO’S MODERN LIFE Disc 3,BEDROOM,4,2,CATEGORIES
green-74,ROCKO’S MODERN LIFE Disc 4,BEDROOM,4,2,CATEGORIES
green-75,ROCKO’S MODERN LIFE Disc 1,BEDROOM,4,2,CATEGORIES
green-76,ROCKO’S MODERN LIFE Disc 2,BEDROOM,4,2,CATEGORIES
green-77,ROCKO’S MODERN LIFE Disc 3,BEDROOM,4,2,CATEGORIES
green-78,ROCKO’S MODERN LIFE Disc 4,BEDROOM,4,2,CATEGORIES
green-79,MAGILLA GORILLA Disc 1,GARAGE,TUB 4,,NUMERICAL
green-80,MAGILLA GORILLA Disc 2,GARAGE,TUB 4,,NUMERICAL
green-81,MAGILLA GORILLA Disc 3,GARAGE,TUB 4,,NUMERICAL
green-82,HONG KONG PHOOEY Disc 1,,,,
green-83,HONG KONG PHOOEY Disc 2,,,,
green-84,The SCOOBY-DOO! DYNOMUTT HOUR,GARAGE,TUB 4,,NUMERICAL
green-85,The SCOOBY-DOO! DYNOMUTT HOUR,GARAGE,TUB 4,,NUMERICAL
green-86,The SCOOBY-DOO! DYNOMUTT HOUR,GARAGE,TUB 4,,NUMERICAL
green-87,The SCOOBY-DOO! DYNOMUTT HOUR,GARAGE,TUB 4,,NUMERICAL
green-88,JUSTICE LEAGUE Disc 1,,,,
green-89,JUSTICE LEAGUE Disc 2,,,,
green-90,JUSTICE LEAGUE Disc 3,,,,
green-91,JUSTICE LEAGUE Disc 4,,,,
green-92,THE HUCKLEBERRY HOUND SHOW Disc 1,,,,
green-93,THE HUCKLEBERRY HOUND SHOW Disc 2,,,,
green-94,THE HUCKLEBERRY HOUND SHOW Disc 3,,,,
green-95,HARVEYTOONS Disc 1,GARAGE,TUB 4,,NUMERICAL
green-96,HARVEYTOONS Disc 2,GARAGE,TUB 4,,NUMERICAL
green-97,HARVEYTOONS Disc 3,GARAGE,TUB 4,,NUMERICAL
green-98,HARVEYTOONS Disc 4,GARAGE,TUB 4,,NUMERICAL
green-99,HARVEYTOON VOL 2  Disc 1,GARAGE,TUB 4,,NUMERICAL
green-100,HARVEYTOONS Disc 2,GARAGE,TUB 4,,NUMERICAL
green-101,HARVEYTOONS Disc 3,GARAGE,TUB 4,,NUMERICAL
green-102,HARVEYTOONS Disc 4,GARAGE,TUB 4,,NUMERICAL
green-103,STREET FIGHTER ALPHA Disc 1,,,,
green-104,IRON MAN Disc 1,,,,
green-105,IRON MAN Disc 2,,,,
green-106,IRON MAN Disc 3,,,,
green-107,IRON MAN Disc 4,,,,
green-108,25 YEARS Disc 1,,,,
green-109,25 YEARS Disc 2,,,,
green-110,25 YEARS Disc 3,,,,
green-111,FANSHAW & CRUDNUT Disc 1,,,,
green-112,IRON MAN Disc 1,,,,
green-113,DUCKMAN Disc 1,GARAGE,TUB 4,,NUMERICAL
green-114,DUCKMAN Disc 2,GARAGE,TUB 4,,NUMERICAL
green-115,DUCKMAN Disc 3,GARAGE,TUB 4,,NUMERICAL
green-116,DUCKMAN Disc 4,GARAGE,TUB 4,,NUMERICAL
green-117,DUCKMAN Disc 5,GARAGE,TUB 4,,NUMERICAL
green-118,DUCKMAN Disc 6,GARAGE,TUB 4,,NUMERICAL
green-119,DUCKMAN Disc 7,GARAGE,TUB 4,,NUMERICAL
green-120,DUCKMAN Disc 8,GARAGE,TUB 4,,NUMERICAL
green-121,DUCKMAN Disc 9,GARAGE,TUB 4,,NUMERICAL
green-122,DUCKMAN Disc 10,GARAGE,TUB 4,,NUMERICAL
green-123,AVENGERS CONFIDENTIAL Disc 1,,,,
green-124,THOR Disc 1,,,,
green-125,Wakfu Disc 1,,,,
green-126,Wakfu Disc 1,,,,
green-127,Wakfu Disc 1,,,,
green-128,Wakfu Disc 1,,,,
green-129,SANTA’S Apprentice Disc 1,,,,
green-130,The SMURFS Johan &Peewit,GARAGE,TUB 4,,NUMERICAL
green-131,The SMURFS season 6 Disc 1,GARAGE,TUB 4,,NUMERICAL
green-132,The SMURFS season 6 Disc 2,GARAGE,TUB 4,,NUMERICAL
green-133,The SMURFS season 6 Disc 3,GARAGE,TUB 4,,NUMERICAL
green-134,The SMURFS season 6 Disc 4,GARAGE,TUB 4,,NUMERICAL
green-135,The SMURFS season 6 Disc 5,GARAGE,TUB 4,,NUMERICAL
green-136,The SMURFS season 7 Disc 1,GARAGE,TUB 4,,NUMERICAL
green-137,The SMURFS season 7 Disc 2,GARAGE,TUB 4,,NUMERICAL
green-138,The SMURFS season 7 Disc 3,GARAGE,TUB 4,,NUMERICAL
green-139,The SMURFS season 7 Disc 4,GARAGE,TUB 4,,NUMERICAL
green-140,The SMURFS season 7 Disc 5,GARAGE,TUB 4,,NUMERICAL
green-141,The SMURFS season 8 Disc 1,GARAGE,TUB 4,,NUMERICAL
green-142,The SMURFS season 8 Disc 2,GARAGE,TUB 4,,NUMERICAL
green-143,The SMURFS season 9 Disc 1,GARAGE,TUB 4,,NUMERICAL
green-144,The SMURFS season 9 Disc 2,GARAGE,TUB 4,,NUMERICAL
green-145,The SMURFS season 9 Disc 3,GARAGE,TUB 4,,NUMERICAL
green-146,My Little Pony The Great Rainbow Caper,,,,
green-147,My Little Pony Bright Eyes,,,,
green-148,My Little Pony The Magic Coins,,,,
green-149,My Little Pony The Pony Puppy,,,,
green-150,My Little Pony The End of Flutter Valley,,,,
green-151,My Little Pony The Movie,,,,
green-152,My Little Pony Ghosts of Paradise Estate,,,,
green-153,Geronimo Stilton Vol 2,,,,
green-154,THE LITTLE MERMAID,,,,
green-155,PETER PAN,,,,
green-156,ALADDIN,,,,
green-157,Marsupilami A Tail of Two Cities Disc 1,GARAGE,TUB 4,,NUMERICAL
green-158,Marsupilami A Tail of Two Cities Disc 2,GARAGE,TUB 4,,NUMERICAL
green-159,SAUVEZ WILLY LA SERIE ANIMEE 2,GARAGE,TUB 4,,NUMERICAL
green-160,SAUVEZ WILLY LA SERIE ANIMEE  3,GARAGE,TUB 4,,NUMERICAL
green-161,Swiss Family Robinson,,,,
green-162,Pingu BOOGALOO,,,,
green-163,BABAR The Movie,,,,
green-164,The Little MERMAID,,,,
green-165,The Adventures of Moby Dick,,,,
green-166,I love Abby Caddaby,,,,
green-167,GARFIELD INTO THE WILD AND GARFIELD LION QUEEN,GARAGE,TUB 4,,NUMERICAL
green-168,GARFIELD AGAINST ALL TIDES AND GARFIELD GOES WEST,GARAGE,TUB 4,,NUMERICAL
green-169,GARFIELD RODENT REBELLION,GARAGE,TUB 4,,NUMERICAL
green-170,Pound Puppies Homeward Pound,,,,
green-171,FROZEN,,,,
green-172,MOANA,,,,
green-173,nickelodeon 90’s FAN FAVES,,,,
green-174,James and the GIANT PEACH,BEDROOM,4,3,CATEGORIES
green-175,A Shaun the Sheep MOVIE,,,,
green-176,MOANA,,,,
green-177,BIG HERO 6,,,,
green-178,FERDINAND,,,,
green-179,My Neighbor Totoro,,,,
green-180,COCO,,,,
green-181,TOY STORY 4,,,,
green-182,GARFIELD & Cie,,,,
green-183,HAMTARO little hamsters big adventures,,,,
green-184,HAMTARO little hamsters big adventures,,,,
green-185,BLUEY STICKY GECKO and other stories,,,,
green-186,TOM and JERRY CLASSIC COLLECTION,BEDROOM,4,2,CATEGORIES
green-187,Leo the LION King of the Jungle,BEDROOM,4,2,CATEGORIES
green-188,HERCULES,,,,
green-189,YOUNG POCAHONTAS,BEDROOM,4,4,CATEGORIES
green-190,Widgets Great Whale Adventure,LOUNGEROOM,2,2,ALPHABETICAL
green-191,Widget Of The Jungle,LOUNGEROOM,2,2,ALPHABETICAL
green-192,JOHNSON & FRIENDS,GARAGE,TUB 4,,NUMERICAL
green-193,Best of Bugs Bunny volume 4,BEDROOM,4,2,CATEGORIES
green-194,ICE AGE,,,,
green-195,Raggs PAWSUUUP! BOW WOW BOOGIE,,,,
green-196,SHREK 2,,,,
green-197,THE INCREDIBLES DISC 1,,,,
green-198,THE INCREDIBLES DISC 2,,,,
green-199,Bob the Builder CHIP OFF THE OLD BLOCK,,,,
green-200,PARTY TIME WITH BEAR,,,,
green-201,Come On and Party Hi-5,,,,
green-202,STOP LOOK LISTEN Hi-5,,,,
green-203,MARS NEEDS MOMS,,,,
green-204,E.T. THE EXTRA-TERRESRIAL,,,,
green-205,SANTA CLAWS,,,,
green-206,ABC FOR KIDS FUN in the SUN,,,,
green-207,ABC FOR KIDS Story Time,,,,
green-208,BANANA’S in PYJAMAS Banana Dance,,,,
green-209,HERCULES,BEDROOM,4,2,CATEGORIES
green-210,IVANHOE/MIFFY AND FRIENDS LATE FOR SCHOOL,GARAGE,TUB 4,,NUMERICAL
green-211,THE Treacle People,,,,
green-212,Little Red Tractor,,,,
green-213,CARTOON Fairy Tales,,,,
green-214,HIGGLYTOWN HEROES,,,,
green-215,little einsteins GO to America,,,,
green-216,FUTURAMA SEASON FOUR DISC THREE,,,,
green-217,In the Night Garden… Hello Igglepiggle,,,,
green-218,TOM and JERRY volume 12,BEDROOM,4,2,CATEGORIES
green-219,BLUEY Queens and other stories,,,,
green-220,Beauty and the Beast,BEDROOM,4,1,CATEGORIES
green-221,HOME ON THE RANGE,,,,
green-222,JOHNNY BRAVO   Disc 1,BEDROOM,4,4,CATEGORIES
green-223,JOHNNY BRAVO   Disc 2,BEDROOM,4,4,CATEGORIES
green-224,COURAGE THE COWARDLY DOG,BEDROOM,4,4,CATEGORIES
green-225,COURAGE THE COWARDLY DOG,BEDROOM,4,4,CATEGORIES
green-226,.CARTOON FESTIVAL  VOL.5,,,,
green-227,SHERLOCK GNOMES,,,,
green-228,REAL MONSTERS Season 2 Disc ONE,GARAGE,TUB 4,,NUMERICAL
